Sample1	Sample2	p_same	Model1	Model2	psame	pdiff	nummatch	nummismatch	numopphom	numhettohom	numhomtohet
GSM2392583.GSM2392583	HCC1954_BREAST.CCLE_HCC1954_BREAST	-222.2	GSM2392583	HCC1954_BREAST	-350.7	-128.5	55	83	25	20	38
GSM2392583.GSM2392583	CCLE_HCC202_BREAST.CCLE_HCC202_BREAST	-184.9	GSM2392583	CCLE_HCC202_BREAST	-313.9	-128.9	63	72	31	18	23
GSM2392583.GSM2392583	HCC1806_BREAST.CCLE_HCC1806_BREAST	-205.4	GSM2392583	HCC1806_BREAST	-340.7	-135.3	59	78	43	22	13
GSM2392583.GSM2392583	HCC1937_BREAST.CCLE_HCC1937_BREAST	-233.2	GSM2392583	HCC1937_BREAST	-370.7	-137.4	51	86	50	22	14
GSM2392583.GSM2392583	BT474_BREAST.CCLE_BT474_BREAST	-210.6	GSM2392583	BT474_BREAST	-337.6	-127.0	55	79	32	18	29
GSM2392583.GSM2392583	CCLE_HMEL_BREAST.CCLE_HMEL_BREAST	-239.2	GSM2392583	CCLE_HMEL_BREAST	-363.4	-124.2	49	87	26	12	49
GSM2392583.GSM2392583	CCLE_ZR751_BREAST.CCLE_ZR751_BREAST	-175.1	GSM2392583	CCLE_ZR751_BREAST	-300.5	-125.4	64	68	28	20	20
GSM2392583.GSM2392583	ZR7530_BREAST.CCLE_ZR7530_BREAST	-227.3	GSM2392583	ZR7530_BREAST	-355.9	-128.5	52	84	36	14	34
GSM2392583.GSM2392583	CAL120_BREAST.CCLE_CAL120_BREAST	-196.8	GSM2392583	CAL120_BREAST	-324.9	-128.0	58	76	34	17	25
GSM2392583.GSM2392583	CCLE_HDQP1_BREAST.CCLE_HDQP1_BREAST	-162.7	GSM2392583	CCLE_HDQP1_BREAST	-290.8	-128.1	70	64	30	18	16
GSM2392583.GSM2392583	EFM19_BREAST.CCLE_EFM19_BREAST	-194.4	GSM2392583	EFM19_BREAST	-320.9	-126.5	60	74	32	15	27
GSM2392583.GSM2392583	CCLE_EFM192A_BREAST.CCLE_EFM192A_BREAST	-191.4	GSM2392583	CCLE_EFM192A_BREAST	-321.6	-130.2	64	74	30	17	27
GSM2392583.GSM2392583	UACC812_BREAST.CCLE_UACC812_BREAST	-169.2	GSM2392583	UACC812_BREAST	-287.7	-118.5	59	66	31	13	22
GSM2392583.GSM2392583	CCLE_HS578T_BREAST.CCLE_HS578T_BREAST	-225.7	GSM2392583	CCLE_HS578T_BREAST	-351.3	-125.6	50	83	29	19	35
GSM2392583.GSM2392583	HCC70_BREAST.CCLE_HCC70_BREAST	-206.3	GSM2392583	HCC70_BREAST	-332.1	-125.8	54	77	34	19	24
GSM2392583.GSM2392583	HCC38_BREAST.CCLE_HCC38_BREAST	-193.2	GSM2392583	HCC38_BREAST	-323.0	-129.8	63	73	33	17	23
GSM2392583.GSM2392583	CAL851_BREAST.CCLE_CAL851_BREAST	-188.3	GSM2392583	CAL851_BREAST	-316.7	-128.4	62	72	32	18	22
GSM2392583.GSM2392583	CCLE_CAMA1_BREAST.CCLE_CAMA1_BREAST	-204.4	GSM2392583	CCLE_CAMA1_BREAST	-327.8	-123.5	58	77	22	15	40
GSM2392583.GSM2392583	CCLE_JIMT1_BREAST.CCLE_JIMT1_BREAST	-211.7	GSM2392583	CCLE_JIMT1_BREAST	-336.5	-124.8	53	79	31	17	31
GSM2392583.GSM2392583	CCLE_MDAMB453_BREAST.CCLE_MDAMB453_BREAST	-181.4	GSM2392583	CCLE_MDAMB453_BREAST	-305.2	-123.8	63	71	23	15	33
GSM2392583.GSM2392583	MDAMB361_BREAST.CCLE_MDAMB361_BREAST	-215.1	GSM2392583	MDAMB361_BREAST	-330.5	-115.4	51	79	17	10	52
GSM2392583.GSM2392583	CCLE_MDAMB134VI_BREAST.CCLE_MDAMB134VI_BREAST	-200.8	GSM2392583	CCLE_MDAMB134VI_BREAST	-322.7	-121.9	57	75	23	16	36
GSM2392583.GSM2392583	MDAMB157_BREAST.CCLE_MDAMB157_BREAST	-212.2	GSM2392583	MDAMB157_BREAST	-340.0	-127.7	50	79	44	19	16
GSM2392583.GSM2392583	MDAMB231_BREAST.CCLE_MDAMB231_BREAST	-194.2	GSM2392583	MDAMB231_BREAST	-313.8	-119.7	56	74	19	18	37
GSM2392583.GSM2392583	CCLE_HS739T_FIBROBLAST.CCLE_HS739T_FIBROBLAST	-246.8	GSM2392583	CCLE_HS739T_FIBROBLAST	-371.7	-124.8	43	89	33	17	39
GSM2392583.GSM2392583	T47D_BREAST.CCLE_T47D_BREAST	60.4	GSM2392583	T47D_BREAST	-60.5	-120.9	138	0	0	0	0
GSM2392583.GSM2392583	CCLE_HCC1428_BREAST.CCLE_HCC1428_BREAST	-205.7	GSM2392583	CCLE_HCC1428_BREAST	-337.5	-131.9	60	78	33	20	25
GSM2392583.GSM2392583	HCC2218_BREAST.CCLE_HCC2218_BREAST	-197.5	GSM2392583	HCC2218_BREAST	-323.6	-126.2	59	74	30	19	25
GSM2392583.GSM2392583	CCLE_HCC1500_BREAST.CCLE_HCC1500_BREAST	-232.9	GSM2392583	CCLE_HCC1500_BREAST	-363.6	-130.7	51	85	34	23	28
GSM2392583.GSM2392583	CCLE_HCC1569_BREAST.CCLE_HCC1569_BREAST	-222.0	GSM2392583	CCLE_HCC1569_BREAST	-352.5	-130.5	51	83	38	20	25
GSM2392583.GSM2392583	HCC1599_BREAST.CCLE_HCC1599_BREAST	-233.6	GSM2392583	HCC1599_BREAST	-360.1	-126.5	49	86	29	18	39
GSM2392583.GSM2392583	CCLE_BT483_BREAST.CCLE_BT483_BREAST	-216.6	GSM2392583	CCLE_BT483_BREAST	-342.7	-126.1	56	81	26	14	41
GSM2392583.GSM2392583	CCLE_BT549_BREAST.CCLE_BT549_BREAST	-178.9	GSM2392583	CCLE_BT549_BREAST	-305.9	-127.0	62	69	36	17	16
GSM2392584.GSM2392584	GSM2392582.GSM2392582	54.1	GSM2392584	GSM2392582	-62.8	-116.9	132	2	0	1	1
GSM2392584.GSM2392584	GSM2392583.GSM2392583	56.3	GSM2392584	GSM2392583	-56.5	-112.8	129	0	0	0	0
GSM2392584.GSM2392584	GSM2392584.GSM2392584	71.4	GSM2392584	GSM2392584	-71.7	-143.1	147	0	0	0	0
GSM2392584.GSM2392584	GSM2392584.GSM2392584	71.4	GSM2392584	GSM2392584	-71.7	-143.1	147	0	0	0	0
GSM2392584.GSM2392584	GSM2392585.GSM2392585	58.8	GSM2392584	GSM2392585	-59.0	-117.8	134	0	0	0	0
GSM2392584.GSM2392584	GSM2392586.GSM2392586	53.0	GSM2392584	GSM2392586	-57.8	-110.8	126	1	0	0	1
GSM2392584.GSM2392584	GSM2392587.GSM2392587	51.1	GSM2392584	GSM2392587	-64.6	-115.7	128	3	0	1	2
GSM2392584.GSM2392584	GSM2392588.GSM2392588	56.2	GSM2392584	GSM2392588	-61.1	-117.3	133	1	0	0	1
GSM2392584.GSM2392584	GSM2392589.GSM2392589	48.5	GSM2392584	GSM2392589	-64.3	-112.9	125	3	0	1	2
GSM2392584.GSM2392584	GSM2392590.GSM2392590	54.8	GSM2392584	GSM2392590	-62.4	-117.1	131	1	0	0	1
GSM2392584.GSM2392584	GSM2392591.GSM2392591	51.7	GSM2392584	GSM2392591	-61.5	-113.2	125	3	0	3	0
GSM2392584.GSM2392584	GSM2392592.GSM2392592	53.1	GSM2392584	GSM2392592	-61.4	-114.5	128	2	0	1	1
GSM2392584.GSM2392584	GSM2392593.GSM2392593	54.0	GSM2392584	GSM2392593	-57.3	-111.3	124	1	0	1	0
GSM2392584.GSM2392584	GSM2392594.GSM2392594	55.0	GSM2392584	GSM2392594	-65.6	-120.6	134	3	0	2	1
GSM2392584.GSM2392584	GSM2392595.GSM2392595	52.6	GSM2392584	GSM2392595	-60.2	-112.7	127	1	0	0	1
GSM2392584.GSM2392584	GSM2392596.GSM2392596	53.4	GSM2392584	GSM2392596	-58.9	-112.4	125	2	0	2	0
GSM2392584.GSM2392584	GSM2392597.GSM2392597	52.8	GSM2392584	GSM2392597	-62.0	-114.8	129	2	0	0	2
GSM2392584.GSM2392584	GSM2392598.GSM2392598	49.6	GSM2392584	GSM2392598	-57.7	-107.3	120	2	0	1	1
GSM2392584.GSM2392584	GSM2392599.GSM2392599	48.8	GSM2392584	GSM2392599	-60.4	-109.2	122	2	0	0	2
GSM2392584.GSM2392584	GSM2392600.GSM2392600	52.1	GSM2392584	GSM2392600	-59.9	-112.0	125	2	0	1	1
GSM2392584.GSM2392584	GSM2392601.GSM2392601	50.4	GSM2392584	GSM2392601	-60.0	-110.4	124	2	0	1	1
GSM2392584.GSM2392584	GSM2392602.GSM2392602	53.3	GSM2392584	GSM2392602	-57.0	-110.3	124	1	0	1	0
GSM2392584.GSM2392584	GSM2392603.GSM2392603	54.1	GSM2392584	GSM2392603	-60.1	-114.2	128	2	0	1	1
GSM2392584.GSM2392584	GSM2392604.GSM2392604	55.0	GSM2392584	GSM2392604	-63.2	-118.2	133	2	0	1	1
GSM2392584.GSM2392584	GSM2392605.GSM2392605	49.2	GSM2392584	GSM2392605	-59.7	-108.9	122	2	0	0	2
GSM2392584.GSM2392584	GSM2392606.GSM2392606	-166.3	GSM2392584	GSM2392606	-284.6	-118.2	56	71	21	17	33
GSM2392584.GSM2392584	GSM2392607.GSM2392607	-156.6	GSM2392584	GSM2392607	-268.3	-111.7	56	64	22	14	28
GSM2392584.GSM2392584	GSM2392608.GSM2392608	-164.9	GSM2392584	GSM2392608	-281.7	-116.8	58	67	23	15	29
GSM2392584.GSM2392584	GSM2392609.GSM2392609	-156.1	GSM2392584	GSM2392609	-266.8	-110.7	56	62	22	13	27
GSM2392584.GSM2392584	GSM2392610.GSM2392610	-166.3	GSM2392584	GSM2392610	-278.7	-112.4	55	66	21	17	28
GSM2392584.GSM2392584	GSM2392611.GSM2392611	-168.6	GSM2392584	GSM2392611	-287.4	-118.8	58	69	23	17	29
GSM2392584.GSM2392584	GSM2392612.GSM2392612	-173.0	GSM2392584	GSM2392612	-292.3	-119.3	58	70	24	16	30
GSM2392584.GSM2392584	GSM2392613.GSM2392613	-177.7	GSM2392584	GSM2392613	-301.2	-123.6	60	72	25	16	31
GSM2392584.GSM2392584	GSM2392614.GSM2392614	-163.1	GSM2392584	GSM2392614	-281.2	-118.1	59	67	24	17	26
GSM2392584.GSM2392584	GSM2392615.GSM2392615	-172.0	GSM2392584	GSM2392615	-293.5	-121.6	60	70	24	16	30
GSM2392584.GSM2392584	GSM2392616.GSM2392616	-156.7	GSM2392584	GSM2392616	-272.5	-115.8	60	64	22	14	28
GSM2392584.GSM2392584	GSM2392617.GSM2392617	-168.4	GSM2392584	GSM2392617	-282.2	-113.7	56	66	22	15	29
GSM2392584.GSM2392584	GSM2392618.GSM2392618	-157.1	GSM2392584	GSM2392618	-268.2	-111.1	55	64	21	14	29
GSM2392584.GSM2392584	GSM2392619.GSM2392619	-155.5	GSM2392584	GSM2392619	-268.6	-113.1	58	63	22	14	27
GSM2392584.GSM2392584	GSM2392620.GSM2392620	-154.0	GSM2392584	GSM2392620	-264.9	-111.0	57	62	21	13	28
GSM2392584.GSM2392584	GSM2392621.GSM2392621	-141.3	GSM2392584	GSM2392621	-249.5	-108.2	56	59	22	11	26
GSM2392584.GSM2392584	GSM2392622.GSM2392622	-165.3	GSM2392584	GSM2392622	-282.3	-117.0	59	67	21	17	29
GSM2392584.GSM2392584	GSM2392623.GSM2392623	-162.7	GSM2392584	GSM2392623	-272.3	-109.6	52	66	20	16	30
GSM2392584.GSM2392584	GSM2392624.GSM2392624	-163.8	GSM2392584	GSM2392624	-276.8	-113.0	57	64	21	15	28
GSM2392584.GSM2392584	GSM2392625.GSM2392625	-161.0	GSM2392584	GSM2392625	-276.0	-115.0	59	65	20	14	31
GSM2392584.GSM2392584	GSM2392626.GSM2392626	-151.2	GSM2392584	GSM2392626	-257.4	-106.2	50	63	21	16	26
GSM2392584.GSM2392584	GSM2392627.GSM2392627	-161.9	GSM2392584	GSM2392627	-269.3	-107.3	51	64	21	15	28
GSM2392584.GSM2392584	GSM2392628.GSM2392628	-157.9	GSM2392584	GSM2392628	-272.9	-115.0	57	66	22	15	29
GSM2392584.GSM2392584	GSM2392629.GSM2392629	-156.9	GSM2392584	GSM2392629	-268.7	-111.8	57	63	21	15	27
GSM2392584.GSM2392584	CCLE_CAL51_BREAST.CCLE_CAL51_BREAST	-209.5	GSM2392584	CCLE_CAL51_BREAST	-340.7	-131.1	61	81	27	13	41
GSM2392584.GSM2392584	CCLE_CAL148_BREAST.CCLE_CAL148_BREAST	-210.5	GSM2392584	CCLE_CAL148_BREAST	-343.7	-133.2	62	82	26	16	40
GSM2392584.GSM2392584	DU4475_BREAST.CCLE_DU4475_BREAST	-200.1	GSM2392584	DU4475_BREAST	-324.7	-124.6	58	77	27	11	39
GSM2392584.GSM2392584	CCLE_HS742T_FIBROBLAST.CCLE_HS742T_FIBROBLAST	-210.5	GSM2392584	CCLE_HS742T_FIBROBLAST	-332.2	-121.7	55	80	18	10	52
GSM2392584.GSM2392584	UACC893_BREAST.CCLE_UACC893_BREAST	-205.8	GSM2392584	UACC893_BREAST	-338.8	-133.0	62	80	30	17	33
GSM2392584.GSM2392584	CCLE_HS281T_FIBROBLAST.CCLE_HS281T_FIBROBLAST	-234.6	GSM2392584	CCLE_HS281T_FIBROBLAST	-361.1	-126.5	52	87	20	16	51
GSM2392584.GSM2392584	CCLE_HS274T_FIBROBLAST.CCLE_HS274T_FIBROBLAST	-219.2	GSM2392584	CCLE_HS274T_FIBROBLAST	-347.6	-128.4	56	83	25	14	44
GSM2392584.GSM2392584	HS606T_FIBROBLAST.CCLE_HS606T_FIBROBLAST	-278.5	GSM2392584	HS606T_FIBROBLAST	-406.3	-127.9	40	100	22	19	59
GSM2392584.GSM2392584	CCLE_HS343T_FIBROBLAST.CCLE_HS343T_FIBROBLAST	-226.9	GSM2392584	CCLE_HS343T_FIBROBLAST	-358.1	-131.1	56	85	27	16	42
GSM2392584.GSM2392584	CCLE_MDAMB468_BREAST.CCLE_MDAMB468_BREAST	-213.7	GSM2392584	CCLE_MDAMB468_BREAST	-354.5	-140.8	58	83	50	21	12
GSM2392584.GSM2392584	MDAMB415_BREAST.CCLE_MDAMB415_BREAST	-236.5	GSM2392584	MDAMB415_BREAST	-367.9	-131.4	50	89	34	18	37
GSM2392584.GSM2392584	MDAMB436_BREAST.CCLE_MDAMB436_BREAST	-197.5	GSM2392584	MDAMB436_BREAST	-331.1	-133.6	60	77	39	19	19
GSM2392584.GSM2392584	CCLE_SKBR3_BREAST.CCLE_SKBR3_BREAST	-237.8	GSM2392584	CCLE_SKBR3_BREAST	-375.8	-138.0	55	89	41	17	31
GSM2392584.GSM2392584	CCLE_MCF7_BREAST.CCLE_MCF7_BREAST	-204.9	GSM2392584	CCLE_MCF7_BREAST	-336.4	-131.4	64	79	22	18	39
GSM2392584.GSM2392584	CCLE_MDAMB175VII_BREAST.CCLE_MDAMB175VII_BREAST	-256.4	GSM2392584	CCLE_MDAMB175VII_BREAST	-392.4	-136.0	48	96	33	22	41
GSM2392584.GSM2392584	AU565_BREAST.CCLE_AU565_BREAST	-228.7	GSM2392584	AU565_BREAST	-365.0	-136.2	54	88	41	16	31
GSM2392584.GSM2392584	HCC1187_BREAST.CCLE_HCC1187_BREAST	-187.3	GSM2392584	HCC1187_BREAST	-323.7	-136.4	66	74	41	18	15
GSM2392584.GSM2392584	CCLE_HCC1143_BREAST.CCLE_HCC1143_BREAST	-189.9	GSM2392584	CCLE_HCC1143_BREAST	-326.2	-136.3	67	76	30	21	25
GSM2392584.GSM2392584	CCLE_HCC1419_BREAST.CCLE_HCC1419_BREAST	-248.0	GSM2392584	CCLE_HCC1419_BREAST	-380.1	-132.1	50	91	33	17	41
GSM2392584.GSM2392584	CCLE_HCC1395_BREAST.CCLE_HCC1395_BREAST	-156.7	GSM2392584	CCLE_HCC1395_BREAST	-295.0	-138.3	75	68	36	18	14
GSM2392584.GSM2392584	HCC2157_BREAST.CCLE_HCC2157_BREAST	-220.9	GSM2392584	HCC2157_BREAST	-360.8	-139.8	57	86	44	20	22
GSM2392584.GSM2392584	CCLE_KPL1_BREAST.CCLE_KPL1_BREAST	-210.3	GSM2392584	CCLE_KPL1_BREAST	-341.1	-130.8	62	80	23	18	39
GSM2392584.GSM2392584	CCLE_BT20_BREAST.CCLE_BT20_BREAST	-205.8	GSM2392584	CCLE_BT20_BREAST	-345.8	-140.0	62	81	44	19	18
GSM2392584.GSM2392584	CCLE_HMC18_BREAST.CCLE_HMC18_BREAST	-216.5	GSM2392584	CCLE_HMC18_BREAST	-345.2	-128.7	52	81	37	19	25
GSM2392584.GSM2392584	HCC1954_BREAST.CCLE_HCC1954_BREAST	-243.2	GSM2392584	HCC1954_BREAST	-379.7	-136.4	53	93	30	20	43
GSM2392584.GSM2392584	CCLE_HCC202_BREAST.CCLE_HCC202_BREAST	-198.0	GSM2392584	CCLE_HCC202_BREAST	-334.3	-136.2	66	76	34	19	23
GSM2392584.GSM2392584	HCC1806_BREAST.CCLE_HCC1806_BREAST	-218.1	GSM2392584	HCC1806_BREAST	-361.2	-143.1	60	84	48	22	14
GSM2392584.GSM2392584	HCC1937_BREAST.CCLE_HCC1937_BREAST	-231.3	GSM2392584	HCC1937_BREAST	-376.1	-144.8	58	87	50	22	15
GSM2392584.GSM2392584	BT474_BREAST.CCLE_BT474_BREAST	-215.4	GSM2392584	BT474_BREAST	-349.9	-134.5	57	84	36	19	29
GSM2392584.GSM2392584	CCLE_HMEL_BREAST.CCLE_HMEL_BREAST	-256.9	GSM2392584	CCLE_HMEL_BREAST	-388.6	-131.7	50	94	27	13	54
GSM2392584.GSM2392584	CCLE_ZR751_BREAST.CCLE_ZR751_BREAST	-193.1	GSM2392584	CCLE_ZR751_BREAST	-321.7	-128.6	60	75	31	21	23
GSM2392584.GSM2392584	ZR7530_BREAST.CCLE_ZR7530_BREAST	-251.9	GSM2392584	ZR7530_BREAST	-388.4	-136.5	51	92	43	14	35
GSM2392584.GSM2392584	CAL120_BREAST.CCLE_CAL120_BREAST	-213.4	GSM2392584	CAL120_BREAST	-349.7	-136.3	56	85	41	17	27
GSM2392584.GSM2392584	CCLE_HDQP1_BREAST.CCLE_HDQP1_BREAST	-169.2	GSM2392584	CCLE_HDQP1_BREAST	-305.6	-136.5	72	70	34	19	17
GSM2392584.GSM2392584	EFM19_BREAST.CCLE_EFM19_BREAST	-192.0	GSM2392584	EFM19_BREAST	-325.3	-133.3	65	76	34	15	27
GSM2392584.GSM2392584	CCLE_EFM192A_BREAST.CCLE_EFM192A_BREAST	-195.9	GSM2392584	CCLE_EFM192A_BREAST	-333.1	-137.2	68	77	32	18	27
GSM2392584.GSM2392584	UACC812_BREAST.CCLE_UACC812_BREAST	-173.8	GSM2392584	UACC812_BREAST	-295.5	-121.7	61	68	30	14	24
GSM2392584.GSM2392584	CCLE_HS578T_BREAST.CCLE_HS578T_BREAST	-232.2	GSM2392584	CCLE_HS578T_BREAST	-362.7	-130.5	53	85	31	18	36
GSM2392584.GSM2392584	HCC70_BREAST.CCLE_HCC70_BREAST	-220.1	GSM2392584	HCC70_BREAST	-353.3	-133.2	55	83	37	20	26
GSM2392584.GSM2392584	HCC38_BREAST.CCLE_HCC38_BREAST	-202.3	GSM2392584	HCC38_BREAST	-341.8	-139.5	66	79	37	19	23
GSM2392584.GSM2392584	CAL851_BREAST.CCLE_CAL851_BREAST	-200.5	GSM2392584	CAL851_BREAST	-337.6	-137.1	64	78	38	18	22
GSM2392584.GSM2392584	CCLE_CAMA1_BREAST.CCLE_CAMA1_BREAST	-209.9	GSM2392584	CCLE_CAMA1_BREAST	-342.9	-133.0	63	81	26	16	39
GSM2392584.GSM2392584	CCLE_JIMT1_BREAST.CCLE_JIMT1_BREAST	-238.7	GSM2392584	CCLE_JIMT1_BREAST	-372.0	-133.3	49	91	37	17	37
GSM2392584.GSM2392584	CCLE_MDAMB453_BREAST.CCLE_MDAMB453_BREAST	-188.9	GSM2392584	CCLE_MDAMB453_BREAST	-318.4	-129.5	65	75	25	15	35
GSM2392584.GSM2392584	MDAMB361_BREAST.CCLE_MDAMB361_BREAST	-218.5	GSM2392584	MDAMB361_BREAST	-341.5	-123.0	54	83	20	11	52
GSM2392584.GSM2392584	CCLE_MDAMB134VI_BREAST.CCLE_MDAMB134VI_BREAST	-212.3	GSM2392584	CCLE_MDAMB134VI_BREAST	-338.6	-126.3	57	79	25	17	37
GSM2392584.GSM2392584	MDAMB157_BREAST.CCLE_MDAMB157_BREAST	-227.4	GSM2392584	MDAMB157_BREAST	-362.2	-134.8	48	87	50	19	18
GSM2392584.GSM2392584	MDAMB231_BREAST.CCLE_MDAMB231_BREAST	-203.9	GSM2392584	MDAMB231_BREAST	-332.2	-128.4	60	79	22	17	40
GSM2392584.GSM2392584	CCLE_HS739T_FIBROBLAST.CCLE_HS739T_FIBROBLAST	-263.0	GSM2392584	CCLE_HS739T_FIBROBLAST	-394.5	-131.5	44	95	35	17	43
GSM2392584.GSM2392584	T47D_BREAST.CCLE_T47D_BREAST	57.9	GSM2392584	T47D_BREAST	-70.2	-128.1	144	2	0	0	2
GSM2392584.GSM2392584	CCLE_HCC1428_BREAST.CCLE_HCC1428_BREAST	-213.6	GSM2392584	CCLE_HCC1428_BREAST	-352.5	-138.9	63	83	33	21	29
GSM2392584.GSM2392584	HCC2218_BREAST.CCLE_HCC2218_BREAST	-215.6	GSM2392584	HCC2218_BREAST	-349.6	-134.1	60	81	33	20	28
GSM2392584.GSM2392584	CCLE_HCC1500_BREAST.CCLE_HCC1500_BREAST	-240.9	GSM2392584	CCLE_HCC1500_BREAST	-378.6	-137.7	52	91	36	25	30
GSM2392584.GSM2392584	CCLE_HCC1569_BREAST.CCLE_HCC1569_BREAST	-234.3	GSM2392584	CCLE_HCC1569_BREAST	-371.6	-137.3	53	88	40	20	28
GSM2392584.GSM2392584	HCC1599_BREAST.CCLE_HCC1599_BREAST	-248.6	GSM2392584	HCC1599_BREAST	-382.4	-133.8	49	93	33	18	42
GSM2392584.GSM2392584	CCLE_BT483_BREAST.CCLE_BT483_BREAST	-220.3	GSM2392584	CCLE_BT483_BREAST	-354.5	-134.3	60	85	29	15	41
GSM2392584.GSM2392584	CCLE_BT549_BREAST.CCLE_BT549_BREAST	-185.3	GSM2392584	CCLE_BT549_BREAST	-320.9	-135.7	66	74	38	17	19
GSM2392585.GSM2392585	GSM2392582.GSM2392582	56.2	GSM2392585	GSM2392582	-60.5	-116.7	132	1	0	0	1
GSM2392585.GSM2392585	GSM2392583.GSM2392583	58.0	GSM2392585	GSM2392583	-58.2	-116.2	132	0	0	0	0
GSM2392585.GSM2392585	GSM2392584.GSM2392584	58.8	GSM2392585	GSM2392584	-59.0	-117.8	134	0	0	0	0
GSM2392585.GSM2392585	GSM2392585.GSM2392585	70.3	GSM2392585	GSM2392585	-70.5	-140.8	144	0	0	0	0
GSM2392585.GSM2392585	GSM2392585.GSM2392585	70.3	GSM2392585	GSM2392585	-70.5	-140.8	144	0	0	0	0
GSM2392585.GSM2392585	GSM2392586.GSM2392586	55.7	GSM2392585	GSM2392586	-55.9	-111.6	127	0	0	0	0
GSM2392585.GSM2392585	GSM2392587.GSM2392587	56.4	GSM2392585	GSM2392587	-59.2	-115.6	129	1	0	1	0
GSM2392585.GSM2392585	GSM2392588.GSM2392588	56.5	GSM2392585	GSM2392588	-60.2	-116.7	132	1	0	0	1
GSM2392585.GSM2392585	GSM2392589.GSM2392589	55.3	GSM2392585	GSM2392589	-60.0	-115.3	129	1	0	1	0
GSM2392585.GSM2392585	GSM2392590.GSM2392590	55.1	GSM2392585	GSM2392590	-62.7	-117.7	132	1	0	0	1
GSM2392585.GSM2392585	GSM2392591.GSM2392591	53.6	GSM2392585	GSM2392591	-59.7	-113.3	126	2	0	2	0
GSM2392585.GSM2392585	GSM2392592.GSM2392592	55.7	GSM2392585	GSM2392592	-63.3	-119.0	134	1	0	1	0
GSM2392585.GSM2392585	GSM2392593.GSM2392593	53.9	GSM2392585	GSM2392593	-57.7	-111.6	124	1	0	1	0
GSM2392585.GSM2392585	GSM2392594.GSM2392594	55.6	GSM2392585	GSM2392594	-61.2	-116.8	131	1	0	1	0
GSM2392585.GSM2392585	GSM2392595.GSM2392595	56.6	GSM2392585	GSM2392595	-56.8	-113.4	129	0	0	0	0
GSM2392585.GSM2392585	GSM2392596.GSM2392596	55.7	GSM2392585	GSM2392596	-58.9	-114.7	128	1	0	1	0
GSM2392585.GSM2392585	GSM2392597.GSM2392597	57.1	GSM2392585	GSM2392597	-57.3	-114.4	130	0	0	0	0
GSM2392585.GSM2392585	GSM2392598.GSM2392598	52.8	GSM2392585	GSM2392598	-56.0	-108.7	122	1	0	1	0
GSM2392585.GSM2392585	GSM2392599.GSM2392599	55.1	GSM2392585	GSM2392599	-55.3	-110.4	125	0	0	0	0
GSM2392585.GSM2392585	GSM2392600.GSM2392600	53.6	GSM2392585	GSM2392600	-56.7	-110.3	124	1	0	1	0
GSM2392585.GSM2392585	GSM2392601.GSM2392601	53.5	GSM2392585	GSM2392601	-53.7	-107.2	122	0	0	0	0
GSM2392585.GSM2392585	GSM2392602.GSM2392602	53.8	GSM2392585	GSM2392602	-58.7	-112.5	126	1	0	1	0
GSM2392585.GSM2392585	GSM2392603.GSM2392603	55.9	GSM2392585	GSM2392603	-58.4	-114.3	129	1	0	1	0
GSM2392585.GSM2392585	GSM2392604.GSM2392604	54.6	GSM2392585	GSM2392604	-62.1	-116.7	132	1	0	0	1
GSM2392585.GSM2392585	GSM2392605.GSM2392605	56.5	GSM2392585	GSM2392605	-56.7	-113.2	128	0	0	0	0
GSM2392585.GSM2392585	GSM2392606.GSM2392606	-166.1	GSM2392585	GSM2392606	-284.2	-118.1	55	72	22	15	35
GSM2392585.GSM2392585	GSM2392607.GSM2392607	-157.5	GSM2392585	GSM2392607	-267.9	-110.4	55	64	21	12	31
GSM2392585.GSM2392585	GSM2392608.GSM2392608	-166.9	GSM2392585	GSM2392608	-282.0	-115.0	57	66	23	13	30
GSM2392585.GSM2392585	GSM2392609.GSM2392609	-155.9	GSM2392585	GSM2392609	-264.8	-108.8	54	62	22	11	29
GSM2392585.GSM2392585	GSM2392610.GSM2392610	-167.1	GSM2392585	GSM2392610	-281.8	-114.7	56	68	21	15	32
GSM2392585.GSM2392585	GSM2392611.GSM2392611	-170.5	GSM2392585	GSM2392611	-287.1	-116.6	56	69	22	15	32
GSM2392585.GSM2392585	GSM2392612.GSM2392612	-171.2	GSM2392585	GSM2392612	-287.9	-116.6	56	69	24	14	31
GSM2392585.GSM2392585	GSM2392613.GSM2392613	-174.4	GSM2392585	GSM2392613	-296.5	-122.1	60	71	24	14	33
GSM2392585.GSM2392585	GSM2392614.GSM2392614	-163.3	GSM2392585	GSM2392614	-281.7	-118.4	58	68	25	15	28
GSM2392585.GSM2392585	GSM2392615.GSM2392615	-170.6	GSM2392585	GSM2392615	-290.6	-120.0	58	70	24	14	32
GSM2392585.GSM2392585	GSM2392616.GSM2392616	-152.3	GSM2392585	GSM2392616	-267.8	-115.5	60	64	22	12	30
GSM2392585.GSM2392585	GSM2392617.GSM2392617	-159.8	GSM2392585	GSM2392617	-272.9	-113.1	57	65	21	13	31
GSM2392585.GSM2392585	GSM2392618.GSM2392618	-157.0	GSM2392585	GSM2392618	-268.4	-111.3	56	64	20	12	32
GSM2392585.GSM2392585	GSM2392619.GSM2392619	-152.2	GSM2392585	GSM2392619	-264.3	-112.1	56	64	22	12	30
GSM2392585.GSM2392585	GSM2392620.GSM2392620	-157.6	GSM2392585	GSM2392620	-268.4	-110.8	55	64	22	12	30
